title,deputes,raisons,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,mai,premier_scrutin_presence,premier_scrutin_vote,septembre,deuxieme_scrutin_presence,deuxieme_scrutin_vote,envoye_special
Mme,Stella Dupont,"28 mai : en tant que conseillère municipale, j'étais présente au Conseil municipal de Chalonnes-sur-Loire, dont j'ai été maire pendant 9 ans. L'ordre du jour appelait la présentation du rapport d'observation de la Cour régionale des comptes sur la gestion de la commune. 14 septembre : L'après-midi, j'accueillais à Angers, pour la présentation du plan vélo, Edouard Philippe, François de Rugy et Elisabeth Borne. Le soir, j'organisais mon bilan de première année de mandat, en présence du Secrétaire d'Etat en charge des relations avec le Parlement, Christophe Castaner",omc_pa643175,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643175.jpg,La République en Marche,,,LREM,,Maine-et-Loire,2.0,,,Absent,Absent,,Absent,,,Pour
M.,Jean-Luc Lagleize,28 mai : pas présent à l'Assemblée nationale en raison d'engagements pris en circonscription. 14 septembre : pas présent à l'Assemblée nationale en raison d'une mission parlementaire en Argentine.,omc_pa719504,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719504.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Haute-Garonne,2.0,,,Absent,Absent,,Absent,,,Contre
Mme,Sonia Krimi,"28 mai 2018 : J'étais en déplacement avec l'OTAN à Varsovie, je suis membre de l'Assemblée Parlementaire de l'OTAN. 14 septembre 2018 : J'ai eu un empêchement personnel, indépendant de ma volonté, qui ne m'a pas permis d'assister au vote.",omc_pa720202,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720202.jpg,La République en Marche,,,LREM,,Manche,4.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Pour
Mme,Aurore Bergé,28/05 : présence au Conseil municipal de la ville où je suis élue. 14/09 : intervention à la Rochelle dans le cadre du festival de la fiction (en qualité de rapporteure de la mission d'information sur la réforme de la régulation de l'audiovisuel),omc_pa722046,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722046.jpg,La République en Marche,,,LREM,,Yvelines,10.0,,,Absent,Absent,,Absent,,,Contre
Mme,Gisèle Biémouret,28/05 réunion en Commission des affaires sociales et travaux en groupe pour l'examen du projet de loi sur la formation professionnelle. 14/09 obligations en circonscription du vendredi (Ex. Conseil de surveillance de l'hôpital de Condom).,omc_pa508,http://www2.assemblee-nationale.fr/static/tribun/15/photos/508.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Gers,2.0,,,Absent,Absent,,Absent,,,Pour
M.,Luc Carvounas,Absent en première lecture car cela ne devait pas passer ce soir là au vu du rythme des débats. De Rugy a décidé de prolonger les débats après 1h pour que le vote se tienne en catimini à plus de 2 h du matin...,omc_pa429893,http://www2.assemblee-nationale.fr/static/tribun/15/photos/429893.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Val-de-Marne,9.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pour
M.,Marc Delatte,"Absent pour des raisons de présence en Circonscription ( agenda retenu de longue date ), je ne pouvais dès lors être en Séance",omc_pa718694,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718694.jpg,La République en Marche,,,LREM,,Aisne,4.0,,,Absent,Absent,,Absent,,,Pour
Mme,Isabelle Valentin,Absente le 14 sept car pas de vol le vendredi soir au Puy en Velay et le 28 mai car passage tardif et Mme la députée était rentrée en circ.,omc_pa643134,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643134.jpg,Les Républicains,,,LR,,Haute-Loire,1.0,,,Absent,Absent,,Absent,,,Contre
M.,Guy Bricout,"Appartenant à la Commission Développement durable et aménagement du territoire, j'ai eu l'occasion de faire connaître mon opinion. J'avais ces jours-là d'autres obligations. Le résultat du vote ne faisait pas de doute et les députés ne peuvent être toujours présents.",omc_pa267766,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267766.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nord,18.0,,,Absent,Absent,,Absent,,,Pour
M.,François Ruffin,"Après dix jours de débats en hémicycle, de 9h le matin jusqu'à parfois tard dans la nuit, il était effectivement prévu que l'amendement ne passe pas cette nuit là mais le lendemain matin.",omc_pa722142,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722142.jpg,La France insoumise,,,LFI,,Somme,1.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pour
M.,Pierre Dharréville,"Au moment de l'examen en séance du projet de loi agriculture et alimentation, j'étais toute la semaine jusqu'à des heures tardives en débat parlementaire au sein de la commission des affaires sociales, dont je suis membre, sur le projet de loi ""pour la liberté de choisir son avenir professionnel"", qui comporte nombre de dispositions extrêmement préoccupantes. Ce travail s'est achevé à deux heures du matin le vendredi. Je suis intervenu la même semaine sur l'assurance-chômage, sur la formation professionnelle, sur l'apprentissage, sur le handicap mais aussi sur la loi littoral, menacée par le projet de loi ELAN. C'est un travail de longue haleine qui nécessite en amont le recueil de nombreuses informations, de rencontres et d'échanges avec divers acteurs et actrices concernés pour se constituer force de proposition.",omc_pa718926,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718926.jpg,Gauche démocrate et républicaine,,,PCF,,Bouches-du-Rhône,13.0,,,Absent,Absent,,Pour,PRESENT,POUR,Contre
M.,Jean-Noël Barrot,"Au moment du vote de cet amendement, il était près d'1h40 du matin. Il n'était donc pas prévisible pour moi que le vote de cet amendement se tiendrait ce lundi soir, à plus forte raison à cette heure de la nuit.",omc_pa721836,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721836.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Yvelines,2.0,,,Absent,Absent,,Absent,,,Contre
Mme,Valérie Thomas,"Autres obligations en dehors de l'Assemblée nationale : le matin, j'étais à la Banque Mondiale dans le cadre de mes activités sur la Santé Mondiale. L'après-midi, j'ai dû repartir en circonscription.",omc_pa720830,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720830.jpg,La République en Marche,,,LREM,,Puy-de-Dôme,1.0,SIGNATAIRE,,Contre,Présent,Contre,Absent,,,Contre
Mme,Élodie Jacquier-Laforge,Autres obligations professionnelles (déplacements en circonscription),omc_pa719874,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719874.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Isère,9.0,,,Absent,Absent,,Absent,,,Contre
M.,Stéphane Viry,"Avant les débats parlementaires, je n'avais pas connaissance de l'amendement déposé, et que l'organisation/planification initiale des séances ne prévoyait pas de siéger après 1 h du matin lors de l'examen de ce projet de Loi. Aussi, j'avais d'autres engagements par ailleurs au moment des débats relatifs à cet amendement.",omc_pa721474,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721474.jpg,Les Républicains,,,LR,,Vosges,1.0,,,Absent,Absent,,Absent,,,Contre
M.,Jean Lassalle,"Ce qui l'a empêché de voter l'amendement est le fait qu'il pensait, comme ses collaborateurs, que le vote sur un point aussi important se ferait le lendemain, et non tard dans la nuit. Il appelait d'ailleurs à ce moment à une suspension de séance, pour que les travaux puissent être débattus intelligemment, et non à la va vite dans un état de fatigue extrême. Il n'était donc plus dans l'hémicycle au moment des derniers votes.",omc_pa1838,http://www2.assemblee-nationale.fr/static/tribun/15/photos/1838.jpg,Non inscrit,,,NI,Régions et peuples solidaires,Pyrénées-Atlantiques,4.0,,,Absent,Absent,,Absent,,,Ne veut pas répondre
M.,Olivier Faure,"Ce soir-là, lundi 28 mai, le débat aurait dû s'interrompre à 1H. C'est le Président de l'Assemblée nationale d'alors, François de Rugy (dont on peut imaginer la gêne sur le sujet pour l'ancien écologiste qu'il fût), qui avait décidé de prolonger la séance pour une raison évidente : donner le moins d'échos possibles à ce débat. Nul doute par ailleurs que même si nous avions été plus nombreux, la majorité aurait fait en sorte d'être…majoritaire.",omc_pa609332,http://www2.assemblee-nationale.fr/static/tribun/15/photos/609332.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Seine-et-Marne,11.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pour
Mme,Christine Cloarec,"Ce texte ne concernait pas la commission des affaires sociales au sein de laquelle madame la Députée siège. Par ailleurs, elle n'était pas de permanence la semaine où les amendements ont été examinés en séance",omc_pa719756,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719756.jpg,La République en Marche,,,LREM,,Ille-et-Vilaine,5.0,,,Absent,Absent,,Absent,,,Contre
M.,Jean-Paul Dufrègne,"Cet amendement a été proposé après l'heure habituelle de fin de séance de nuit sans que la prolongation ait été préalablement annoncée. J'avais quitté la séance à minuit et 50 minutes, persuadé que cet amendement ne viendrait pas ce soir là.",omc_pa718720,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718720.jpg,Gauche démocrate et républicaine,,,PCF,,Allier,1.0,,,Absent,Absent,,Absent,,,Pour
Mme,Marie-George Buffet,"Concernant ces deux amendements. : Le premier est passé à 1h40 du matin, personne n'avait pu anticiper un passage de nuit, après l'heure de fin de séance (qui était fixé à 1 heure du matin). Il n'était pas possible de savoir à l'avance son passage. Le groupe GDR était représenté en séance par les députés spécialistes du texte. Pour le second, ma présence était indispensable à la fête de l'humanité où j'avais de nombreux engagements, étant l'un des plus grands événements de France et se déroulant sur ma circonscription.",omc_pa689,http://www2.assemblee-nationale.fr/static/tribun/15/photos/689.jpg,Gauche démocrate et républicaine,,,PCF,,Seine-Saint-Denis,4.0,,,Absent,Absent,,Absent,,,Pour
Mme,Frédérique Lardet,"Concernant l'absence aux votes, il est bien souvent très difficile de connaître le jour et l'heure exacte de passage de chaque amendement. J'avais, lors du vote de ces amendements, d'autres obligations avec des auditions que je réalisais sur d'autres sujets législatifs.",omc_pa721434,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721434.jpg,La République en Marche,,,LREM,,Haute-Savoie,2.0,,,Absent,Absent,,Absent,,,Contre
M.,Pierre-Yves Bournazel,"Concernant l'examen en 1ère lecture, le vote de cet amendement a eu lieu entre 1h40 et 2h du matin dans la nuit du dimanche 27/05 au lundi 28/05, alors que l'organisation de la séance prévoyait une interruption à 1h du matin. Cette modification au dernier moment de l'agenda parlementaire ne m'a malheureusement pas permis d'être présent pour le vote de cet amendement en Séance publique. Comme beaucoup je pensais que ce vote n'aurait pas lieu à ce moment puisque ce n'était pas prévu.",omc_pa722030,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722030.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Paris,18.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pour
M.,Thierry Michels,"Concernant les raisons de son absence dans l'hémicycle, en tant que député de la Commission des Affaires sociales, ainsi que de la Commission des Affaires européennes , M. Michels est avant tout attendu en hémicycle sur ces sujets. Conformément au fonctionnement interne du groupe LaREM, la confiance est accordée aux députés issus de la commission saisie au fond, ainsi qu'aux députés de permanence.",omc_pa720738,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720738.jpg,La République en Marche,,,LREM,,Bas-Rhin,1.0,,,Absent,Absent,,Absent,,,Contre
Mme,Jacqueline Dubois,"Dans la soirée du lundi 28 mai, l'assistance étant nombreuse je suis partie à minuit car je savais devoir veiller les jours suivants. Le second vote se tenait en fin de semaine dans la nuit du 14 au 15 septembre, j'étais rentrée en Dordogne le jeudi soir.",omc_pa719162,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719162.jpg,La République en Marche,,,LREM,,Dordogne,4.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Contre
Mme,Laurence Vichnievsky,"Dans les deux cas, il était impossible de prévoir l'heure de passage des deux amendements et de plus, la séance se terminant normalement à 1h du matin, la députée et ses collaborateurs pensaient qu'ils allaient être reportés.",omc_pa720704,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720704.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Puy-de-Dôme,3.0,,,Absent,Absent,,Absent,,,Pour
Mme,Michèle Victory,"Depuis le 13 juillet, elle est indisponible suite à une immobilisation conséquence d'un accident, et n'a malheureusement pas pu prendre part à ce vote mais l'ensemble des députés socialistes et apparentés présents ont voté pour l'interdiction de l'utilisation du glyphosate.",omc_pa340357,http://www2.assemblee-nationale.fr/static/tribun/15/photos/340357.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Ardèche,2.0,,,Absent,Absent,,Absent,,,Pour
M.,Stéphane Trompille,"Deux raisons, sur le premier passage de l'amendement, je ne savais pas qu'il passerait pendant la nuit mais plutôt le lendemain. Sur le deuxième, j'avais des rdv déjà planifiés en circonscription le vendredi et le samedi.",omc_pa718682,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718682.jpg,La République en Marche,,,LREM,,Ain,4.0,,,Absent,Absent,,Absent,,,Contre
M.,Fabien Gouttefarde,"Effectivement j'étais absent lors du vote de cet amendement dans l'hémicycle car j'étais en déplacement au Yémen avec des collègues parlementaires dans le cadre de ma présidence du Groupe d'Amitié France-Yémen. Vous n'êtes pas sans savoir qu'il y a une guerre qui dure dans ce pays. Et pour le second vote, j'étais en Guyane car je participais à un stage d'immersion avec la Gendarmerie guyanaise durant une semaine.",omc_pa719330,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719330.jpg,La République en Marche,,,LREM,,Eure,2.0,,,Absent,Absent,,Absent,,,Contre
M.,Bruno Questel,Effectivement je n'étais pas présent à ce moment des débats. Membre de la commission des lois je n'ai pas suivi ce texte au fond. Si j'avais été présent j'aurais voté conformément aux engagement du Président de la République à l'échelle européenne donc contre les amendements proposés qui n'étaient destinés qu'à marquer les esprits et non pas a être définitivement adoptés…,omc_pa643127,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643127.jpg,La République en Marche,,,LREM,,Eure,4.0,,,Absent,Absent,,Absent,,,Contre
Mme,Cécile Rilhac,"Elle était dans sa circonscription où, le lundi 28/05, elle participait à l'inauguration d'une épicerie sociale et solidaire. Quant à la semaine courant du 10/09 au 16/09, elle n'était pas non plus de permanence et animait dans sa circonscription une réunion de travail sur l'autisme.",omc_pa720900,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720900.jpg,La République en Marche,,,LREM,,Val-d'Oise,3.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pour
Mme,Muriel Ressiguier,Elle ne savait pas que l'amendement passerait ce jour-là en séance de nuit et et elle se trouvait en circonscription (Hérault) comme très souvent les lundis et vendredis.,omc_pa719676,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719676.jpg,La France insoumise,,,LFI,,Hérault,2.0,,,Absent,Absent,,Absent,,,Pour
M.,Sébastien Jumel,"En accord et en coordination avec mon groupe, comme j'avais d'autres engagements, je n'ai pas participé à la discussion sur le glyphosate mais les communistes (11 députés) étaient représentés par 3 députés cette nuit-là alors qu'il était difficile de savoir précisément à l'avance à quel moment ce sujet viendrait dans le débat.",omc_pa722202,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722202.jpg,Gauche démocrate et républicaine,,,PCF,,Seine-Maritime,6.0,,,Contre,Présent,Contre,Absent,,,Pour
M.,Guy Teissier,"En ce qui concerne mon absence au moment du vote, sachez qu'en tant que député, mon travail consiste également à être en circonscription à l'écoute des habitants, je partage donc ainsi mon temps de travail entre Marseille et l'Assemblée Nationale. Je suis à l'Assemblée les mardis mercredis voire les jeudis, et en circonscription le reste du temps. Ce choix d'être sur le terrain peut se faire au dépend de certaines séances. En effet, les amendements concernant le glyphosate ont été examinés le lundi 28 mai et le vendredi 14 septembre.",omc_pa2796,http://www2.assemblee-nationale.fr/static/tribun/15/photos/2796.jpg,Les Républicains,,,LR,,Bouches-du-Rhône,6.0,,,Absent,Absent,,Absent,,,Contre
M.,Laurent Saint-Martin,"En ce qui concerne votre seconde question mon absence en séance lors du vote du 28 mai s'explique par ma présence au laboratoire législatif dans la ville de Valenton, sur ma circonscription, que j'organise chaque lundi soir. Celui du 28 mai portait sur la loi portant évolution du logement, de l'aménagement et du numérique (ELAN. Quant au vote du 14 septembre, j'étais ce soir-là en commission spéciale pour le projet de loi PACTE, dont j'étais membre, et qui a siégé jusqu'à tard dans la nuit.",omc_pa720878,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720878.jpg,La République en Marche,,,LREM,,Val-de-Marne,3.0,,,Absent,Absent,,Absent,,,Contre
Mme,Anne-Laurence Petel,"En tant que députée investie sur le sujet agricole depuis le début de la mandature, j'ai suivi tous les débats, en commission et dans l'hémicycle, excepté la soirée du lundi en première lecture (ce jour là j'effectuais pour la journée un AR en circonscription (qui est aussi mon lieu de travail !) après une nuit courte de 3h... et un week end passé en séance). En seconde lecture je suis même intervenue dans la nuit pour exprimer et expliquer le refus du groupe de voter les amendements sur le glyphosate.",omc_pa718930,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718930.jpg,La République en Marche,,,LREM,,Bouches-du-Rhône,14.0,SIGNATAIRE,,Absent,Absent,,Contre,PRESENT,CONTRE,Ne veut pas répondre
Mme,Élisabeth Toutut-Picard,"Epuisée après une semaine de débat, j'ai quitté l'hémicycle vers 3h ou 4h le samedi matin, malheureusement avant l'examen de cet amendement.",omc_pa719540,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719540.jpg,La République en Marche,,,LREM,,Haute-Garonne,7.0,,SIGNATAIRE,Pour,Présent,Pour,Absent,,,Pour
M.,Stéphane Testé,Il n'a malheureusement pas pu être présent pour voter cet amendement en raison d'obligations en circonscription prévues de longue date.,omc_pa720854,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720854.jpg,La République en Marche,,,LREM,,Seine-Saint-Denis,12.0,SIGNATAIRE,SIGNATAIRE,Absent,Absent,,Absent,,,Pour
M.,Charles de Courson,"Il n'as pris part aux votes en séance publique du vendredi 14 septembre en nouvelle lecture du projet de loi agriculture, car il était retenu en commission spéciale PACTE pour l'examen de ce projet de loi, en présence du ministre Bruno Le Maire.",omc_pa942,http://www2.assemblee-nationale.fr/static/tribun/15/photos/942.jpg,Libertés et Territoires,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Marne,5.0,,,Contre,Présent,Contre,Absent,,,Contre
M.,Guillaume Vuilletet,"Il n'était pas été présent lors du vote, car retenu en circonscription pour une réunion publique.",omc_pa721262,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721262.jpg,La République en Marche,,,LREM,,Val-d'Oise,2.0,,,Absent,Absent,,Absent,,,Contre
M.,Philippe Folliot,Il n'était pas présent lors des deux votes car pris par ses fonctions de Président de la délégation Française à l'Assemblée parlementaire de l'OTAN (déplacement et réunion importante).,omc_pa267673,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267673.jpg,La République en Marche,,,LREM,,Tarn,1.0,,,Absent,Absent,,Absent,,,Contre
M.,Didier Martin,Il ne savait pas avec précision quand l'amendement allait passer : il est en effet difficile de prévoir quand un amendement va passer en hémicycle et d'estimer la vitesse d'avancée des débats. Il était dans l'obligation de rentrer en circonscription ce soir-là afin de participer à une réunion de préparation d'un événement qu'il organisait le samedi.,omc_pa719154,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719154.jpg,La République en Marche,,,LREM,,Côte-d'Or,1.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pour
Mme,Martine Wonner,"J'accueillais un ministre dans ma circonscription. Nous avons fait une réunion avec lui, des élus locaux et des acteurs de la CCI.",omc_pa722268,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722268.jpg,La République en Marche,,,LREM,,Bas-Rhin,4.0,,SIGNATAIRE,Pour,Présent,Pour,Absent,,,Pour
M.,Vincent Descoeur,"J'ai participé à la 2e lecture du texte jusqu'au vendredi, date à laquelle j'ai rejoint Clermont-Ferrand dans l'après-midi pour un débat avec quatre autres députés auvergnats pour l'enregistrement de l'émission France 3 Auvergne-Rhône-Alpes ""un dimanche en politique"" au cours de laquelle j'ai d'ailleurs réaffirmé être favorable à l'interdiction du glyphosate et la nécessité de mettre à profit le délai pour trouver des solutions alternatives.",omc_pa330909,http://www2.assemblee-nationale.fr/static/tribun/15/photos/330909.jpg,Les Républicains,,,LR,,Cantal,1.0,,,Contre,Présent,Contre,Absent,,,Contre
Mme,Danièle Hérin,"J'appartiens à un groupe de plus de 300 personnes qui consacrent beaucoup de temps aux échanges sur les amendements qui seront cités dans l'hémicycle. Dès lors, un sous groupe est présent dans l'hémicycle porte la voix de la majorité de ce groupe. Dès lors oū je suis d'accord avec cette majorité, je fait confiance au sous groupe qui nous représente dans l'hemicycle.",omc_pa718794,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718794.jpg,La République en Marche,,,LREM,,Aude,1.0,,SIGNATAIRE,Absent,Absent,,Contre,PRESENT,CONTRE,Contre
Mme,Brigitte Kuster,J'avais d'autres obligations ces soirs là.,omc_pa721506,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721506.jpg,Les Républicains,,,LR,,Paris,4.0,,,Absent,Absent,,Absent,,,Contre
Mme,Cécile Untermaier,J'avais d'autres obligations professionnelles en circonscription prises depuis longtemps.,omc_pa608695,http://www2.assemblee-nationale.fr/static/tribun/15/photos/608695.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Saône-et-Loire,4.0,,,Absent,Absent,,Absent,,,Pour
M.,Boris Vallaud,J'avais des engagements professionnels par ailleurs dans ma circonscription,omc_pa719930,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719930.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Landes,3.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pour
M.,Richard Ramos,J'avais un impératif au sein de ma circonscription ce soir-là et ne savais pas que cette discussion allait avoir lieu très tard dans la nuit. Je trouve regrettable qu'un vote d'une telle importante ait eu lieu à une heure aussi tardive,omc_pa720092,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720092.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Loiret,6.0,,,Pour,Présent,Pour,Absent,,,Pour
M.,Jean-Félix Acquaviva,"J'étais à l'époque un député non inscrit et compte tenu de l'instauration du temps législatif programmé (1h30 de parole pour les 20 non-inscrits en tout), au bout du 2e ou 3e article du PJL, je n'avais plus droit ni de prendre la parole ni de m'exprimer pour défendre les amendements que j‘avais déposés (le temps accordé était épuisé). Il était à ce moment inutile de rester des jours entiers, des nuits et des week-ends pour assister à un débat auquel je ne pouvais participer alors que le temps me manque en Corse pour organiser mes réunions de terrain à la rencontre des populations, des élus et des acteurs économiques et sociaux de ma circonscription",omc_pa719146,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719146.jpg,Libertés et Territoires,,,NI,Régions et peuples solidaires,Haute-Corse,2.0,,,Absent,Absent,,Absent,,,Pour
M.,Sébastien Nadot,"J'étais absent car : ni de permanence, ni sujet en face de ma Commission et positionné comme mon groupe sur le sujet. Des rendez-vous en circonscription (TOULOUSE est à 4h15 de Paris, faute de tgv) et un aller-retour en avion ne me paraissait pas à la mesure de l'événement.",omc_pa719464,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719464.jpg,La République en Marche,,,LREM,,Haute-Garonne,10.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Contre
M.,Pierre Vatin,J'étais absent du fait de l'heure tardive et d'autres obligations dans ma circonscription.,omc_pa720586,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720586.jpg,Les Républicains,,,LR,,Oise,5.0,,,Absent,Absent,,Absent,,,Contre
M.,Jean-Louis Bricout,J'étais absent pour raisons professionnelles et personnelles lors du vote dans la loi agricole,omc_pa605069,http://www2.assemblee-nationale.fr/static/tribun/15/photos/605069.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Aisne,3.0,,,Absent,Absent,,Absent,,,Pour
Mme,Florence Granjus,J'étais absente dans l'hémicycle lors du vote le 28 mai et le 14 septembre pour des raisons personnelles.,omc_pa722062,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722062.jpg,La République en Marche,,,LREM,,Yvelines,12.0,,,Absent,Absent,,Absent,,,Contre
M.,André Chassaigne,J'étais en effet retenu ce lundi soir comme conseiller municipal de ma petite commune de St-Amant-Roche-Savine. D'autant plus que c'était  la première réunion présidée par le maire qui venait d'être élu (à la suite de la démission du maire qui m'avait succédé en 2010). Mon absence aurait été localement mal vécue.,omc_pa267306,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267306.jpg,Gauche démocrate et républicaine,,Président,PCF,,Puy-de-Dôme,5.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pour
M.,Xavier Breton,J'étais présent ce jour-là et c'est volontairement que je n'ai pas participé au vote.,omc_pa330008,http://www2.assemblee-nationale.fr/static/tribun/15/photos/330008.jpg,Les Républicains,,,LR,,Ain,1.0,,,Absent,Absent,,Absent,,,Abstention
M.,Hubert Julien-Laferrière,J'étais signataire de l'amendement Orphelin et n'étais pas dans l'hémicycle le 28 mai au soir car dans ma circonscription comme presque tous les lundis et je ne savais pas que l'amendement passerait ce soir là,omc_pa722344,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722344.jpg,La République en Marche,,,LREM,,Rhône,2.0,SIGNATAIRE,SIGNATAIRE,Absent,Absent,,Pour,PRSENT,POUR,Pour
Mme,Brigitte Liso,"Je m'étais engagée de longue date à participer au Word clean up day auprès de 3 communes de ma circonscription ce que j'ai fait Quesnoy-sur-Deûle, Wambrechies et Saint André. Et j'y ai de fait participé",omc_pa720446,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720446.jpg,La République en Marche,,,LREM,,Nord,4.0,,,Absent,Absent,,Absent,,,Contre
Mme,Géraldine Bannier,Je me suis abstenue sur l'amendement Orphelin en 1ère lecture et j'étais absente sur ce point lors de la lecture suivante pour cause de rendez-vous concomitants en circonscription.,omc_pa720256,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720256.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Mayenne,2.0,,,Abstention,Présent,Abstention,Absent,,,Contre
M.,Joaquim Pueyo,"Je me suis rendue à Varsovie entre le vendredi 25 et le lundi 28 mai afin de participer à l'Assemblée parlementaire de l'OTAN dont je suis membre. Arrivé à Paris à 20h, j'ai participé à la séance de nuit du 28 mai. J'ai quitté l'hémicycle à 00h45, la séance devant prendre fin à 1h afin de pouvoir reprendre le lendemain matin à 9h. Comme l'a bien expliqué mon collègue François RUFFIN, le Président de l'Assemblée nationale a décidé de prolonger les débats au dernier moment certainement pour que la question du glyphosate ne soit pas abordée le lendemain avec un nombre beaucoup plus important de député(e)s présents. La séance s'est conclue à 2h, juste après la discussion de l'amendement de mon collègue Matthieu ORPHELIN sur ce sujet.
Je regrette que nous n'ayons pu débattre de cette question dans des conditions optimales, elle le méritait. Ce moment est représentatif des méthodes et conditions de travail imposées au Parlement ces dernières semaines. En ce qui concerne le vote du 14 septembre, M. PUEYO se trouvait en circonscription comme nombre de ses collègues en fin de semaine. Il tenait d'ailleurs une permanence à cette date et honorait plusieurs engagements prévus de longue date.",omc_pa608011,http://www2.assemblee-nationale.fr/static/tribun/15/photos/608011.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Orne,1.0,,,Absent,Absent,,Absent,,,Pour
Mme,Marie-Pierre Rixain,"Je n'ai pas pu être présente dans l'hémicycle lors du vote sur le glyphosate. Les députés de la République en Marche ont adopté un système de permanence tournante selon lequel nous sommes mobilisés par groupe de députés selon les textes examinés. La taille de la majorité, qui est également composée des députés Modem, et la fragmentation des oppositions, permet ce système de rotation. Il se trouve que je n'étais pas de permanence ce jour, même si j'ai participé au vote sur l'ensemble du projet de loi.",omc_pa722252,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722252.jpg,La République en Marche,,,LREM,,Essonne,4.0,,,Absent,Absent,,Absent,,,Contre
