title,deputes,raisons,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,mai,premier+AF8-scrutin+AF8-presence,premier+AF8-scrutin+AF8-vote,septembre,deuxieme+AF8-scrutin+AF8-presence,deuxieme+AF8-scrutin+AF8-vote,envoye+AF8-special
M.,Bertrand Pancher,+ACI-+ACIAIg-Pour le vote du 28 mai, j'avais des engagements tr+AOg-s t+APQ-t le lendemain matin qui m'ont malheureusement contraint +AOA- quitter l'H+AOk-micycle avant la fin des d+AOk-bats. Concernant le vote du 14 septembre, j'+AOk-tais retenu dans ma circonscription par diff+AOk-rentes r+AOk-unions et rendez+AC0-vous le vendredi et le samedi m'emp+AOo-chant de revenir +AOA- Paris pour la s+AOk-ance de nuit.+ACIAIg-+ACI-,omc+AF8-pa333421,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/333421.jpg,Libert+AOk-s et Territoires,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Meuse,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Bertrand Sorre,Pas de r+AOk-ponse.,omc+AF8-pa720190,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720190.jpg,La R+AOk-publique en marche,,,LREM,,Manche,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Blandine Brocard,Pas de r+AOk-ponse.,omc+AF8-pa721336,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721336.jpg,La R+AOk-publique en marche,,,LREM,,Rh+APQ-ne,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Boris Vallaud,+ACI-+ACIAIg-J'avais des engagements professionnels par ailleurs dans ma circonscription.+ACIAIg-+ACI-,omc+AF8-pa719930,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719930.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Landes,3e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Brahim Hammouche,+ACI-+ACIAIg-Pour ma part, j'+AOk-tais retenu dans ma circonscription pour des obligations +AOA- la fois li+AOk-es +AOA- mon mandat et +AOA- ma vie familiale.+ACIAIg-+ACI-,omc+AF8-pa720326,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720326.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Moselle,8e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Brigitte Bourguignon,Pas de r+AOk-ponse.,omc+AF8-pa608083,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/608083.jpg,La R+AOk-publique en marche,,,LREM,,Pas+AC0-de+AC0-Calais,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Brigitte Kuster,+ACI-+ACIAIg-J'avais d'autres obligations ces soirs+AC0-l+AOA-.+ACIAIg-+ACI-,omc+AF8-pa721506,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721506.jpg,Les R+AOk-publicains,,,LR,,Paris,4e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Brigitte Liso,+ACI-+ACIAIg-Je m'+AOk-tais engag+AOk-e de longue date +AOA- participer au World Clean Up Day +AFs-le 15 septembre 2018+AF0- aupr+AOg-s de 3 communes de ma circonscription ce que j'ai fait +AOA- Quesnoy+AC0-sur+AC0-De+APs-le, Wambrechies et Saint+AC0-Andr+AOkALQ-lez+AC0-Lille. Et j'y ai de fait particip+AOk-.+ACIAIg-+ACI-,omc+AF8-pa720446,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720446.jpg,La R+AOk-publique en marche,,,LREM,,Nord,4e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Bruno Bilde,Pas de r+AOk-ponse.,omc+AF8-pa720822,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720822.jpg,Non inscrit,,,NI (RN),,Pas+AC0-de+AC0-Calais,12e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Bruno Bonnell,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa721344,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721344.jpg,La R+AOk-publique en marche,,,LREM,,Rh+APQ-ne,6e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Contre
M.,Bruno Duverg+AOk-,Pas de r+AOk-ponse.,omc+AF8-pa720652,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720652.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Pas+AC0-de+AC0-Calais,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Bruno Fuchs,Pas de r+AOk-ponse.,omc+AF8-pa722284,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722284.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,Apparent+AOk- au,Haut+AC0-Rhin,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Bruno Joncour,+ACI-+ACIAIg-Le vote s'est tenu dans la nuit du 14 septembre, et j'avais des obligations en circonscription le samedi matin.+ACIAIg-+ACI-,omc+AF8-pa719210,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719210.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,C+APQ-tes+AC0-d'Armor,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Bruno Millienne,Pas de r+AOk-ponse.,omc+AF8-pa721976,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721976.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Yvelines,9e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
M.,Bruno Questel,+ACI-+ACIAIg-Effectivement, je n'+AOk-tais pas pr+AOk-sent +AOA- ce moment des d+AOk-bats. Membre de la commission des lois, je n'ai pas suivi ce texte au fond. Si j'avais +AOk-t+AOk- pr+AOk-sent, j'aurais vot+AOk- conform+AOk-ment aux engagement du pr+AOk-sident de la R+AOk-publique +AOA- l'+AOk-chelle europ+AOk-enne donc contre les amendements propos+AOk-s qui n'+AOk-taient destin+AOk-s qu'+AOA- marquer les esprits et non pas +AOA- +AOo-tre d+AOk-finitivement adopt+AOk-s+ICYAIgAi-+ACI-,omc+AF8-pa643127,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/643127.jpg,La R+AOk-publique en marche,,,LREM,,Eure,4e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Bruno Studer,Pas de r+AOk-ponse.,omc+AF8-pa720754,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720754.jpg,La R+AOk-publique en marche,,,LREM,,Bas+AC0-Rhin,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Buon Tan,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa721690,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721690.jpg,La R+AOk-publique en marche,,,LREM,,Paris,9e,,,Absent(e),Absent(e),,Absent(e),,,Ne veut pas r+AOk-pondre
Mme,Carole Bureau+AC0-Bonnard,Pas de r+AOk-ponse.,omc+AF8-pa720622,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720622.jpg,La R+AOk-publique en marche,,,LREM,,Oise,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Carole Grandjean,Pas de r+AOk-ponse.,omc+AF8-pa720170,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720170.jpg,La R+AOk-publique en marche,,,LREM,,Meurthe+AC0-et+AC0-Moselle,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Caroline Abadie,Pas de r+AOk-ponse.,omc+AF8-pa719866,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719866.jpg,La R+AOk-publique en marche,,,LREM,,Is+AOg-re,8e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Caroline Fiat,Pas de r+AOk-ponse.,omc+AF8-pa720286,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720286.jpg,La France insoumise,,,LFI,,Meurthe+AC0-et+AC0-Moselle,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Caroline Janvier,Pas de r+AOk-ponse.,omc+AF8-pa720074,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720074.jpg,La R+AOk-publique en marche,,,LREM,,Loiret,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Catherine Fabre,Pas de r+AOk-ponse.,omc+AF8-pa719570,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719570.jpg,La R+AOk-publique en marche,,,LREM,,Gironde,2e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Catherine Kamowski,Pas de r+AOk-ponse.,omc+AF8-pa719994,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719994.jpg,La R+AOk-publique en marche,,,LREM,,Is+AOg-re,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Catherine Osson,Pas de r+AOk-ponse.,omc+AF8-pa720492,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720492.jpg,La R+AOk-publique en marche,,,LREM,,Nord,8e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Cathy Racon+AC0-Bouzon,Pas de r+AOk-ponse.,omc+AF8-pa718944,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718944.jpg,La R+AOk-publique en marche,,,LREM,,Bouches+AC0-du+AC0-Rh+APQ-ne,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,C+AOk-cile Muschotti,Pas de r+AOk-ponse.,omc+AF8-pa721656,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721656.jpg,La R+AOk-publique en marche,,,LREM,,Var,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,C+AOk-cile Rilhac,+ACI-+ACIAIg-Elle +AOk-tait dans sa circonscription o+APk-, le lundi 28 mai, elle participait +AOA- l'inauguration d'une +AOk-picerie sociale et solidaire. Quant +AOA- la semaine du 10 septembre au 16 septembre, elle n'+AOk-tait pas non plus de permanence et animait dans sa circonscription une r+AOk-union de travail sur l'autisme+ACIAIg-, justifie l'entourage de la d+AOk-put+AOk-e.+ACI-,omc+AF8-pa720900,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720900.jpg,La R+AOk-publique en marche,,,LREM,,Val+AC0-d'Oise,3e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,C+AOk-cile Untermaier,+ACI-+ACIAIg-J'avais d'autres obligations professionnelles en circonscription prises depuis longtemps.+ACIAIg-+ACI-,omc+AF8-pa608695,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/608695.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Sa+APQ-ne+AC0-et+AC0-Loire,4e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,C+AOk-dric Roussel,Pas de r+AOk-ponse.,omc+AF8-pa718902,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718902.jpg,La R+AOk-publique en marche,,,LREM,,Alpes+AC0-Maritimes,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,C+AOk-dric Villani,+ACI-+ACIAIg-Le 28 mai, j'+AOk-tais au Mexique pour le Forum Franco+AC0-Mexicain (dont je fais partie au titre de l'Assembl+AOk-e nationale), occup+AOk- +AOA- +AOk-voquer la coop+AOk-ration franco+AC0-mexicaine en intelligence artificielle. Et le 14 septembre j'+AOk-tais +AOA- la F+AOo-te de l'Huma, dans la foul+AOk-e de la reconnaissance (historique, +AOA- mon humble avis) par le pr+AOk-sident Macron de la responsabilit+AOk- de l'Etat dans l'affaire Maurice Audin, occup+AOk- donc +AOA- +AOk-voquer la m+AOk-moire de Maurice Audin, l'intervention de l'Etat, etc.+ACIAIg-+ACI-,omc+AF8-pa722260,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722260.jpg,La R+AOk-publique en marche,,,LREM,,Essonne,5e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,C+AOk-lia de Lavergne,Pas de r+AOk-ponse.,omc+AF8-pa719310,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719310.jpg,La R+AOk-publique en marche,,,LREM,,Dr+APQ-me,3e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
Mme,C+AOk-line Calvez,Pas de r+AOk-ponse.,omc+AF8-pa721750,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721750.jpg,La R+AOk-publique en marche,,,LREM,,Hauts+AC0-de+AC0-Seine,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Cendra Motin,+ACI-+ACIAIg-Mon absence, bien que je n'ai pas +AOA- m'en justifier, est due +AOA- : 1+AC0- des engagements sur mon territoire, apr+AOg-s une f+AOo-te des m+AOg-res pass+AOk-e dans l'H+AOk-micycle. 2+AC0- l'impossibilit+AOk- de remonter sur Paris apr+AOg-s mes rendez+AC0-vous +AOA- cause de la gr+AOg-ve SNCF qui rendait tr+AOg-s difficile mes d+AOk-placements +AOA- cette p+AOk-riode.+ACIAIg-+ACI-,omc+AF8-pa719850,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719850.jpg,La R+AOk-publique en marche,,,LREM,,Is+AOg-re,6e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Contre
M.,Charles de Courson,+ACI-+ACIAIg-Il n'a pas pris part aux votes en s+AOk-ance publique du vendredi 14 septembre en nouvelle lecture du projet de loi Agriculture, car il +AOk-tait retenu en commission sp+AOk-ciale PACTE pour l'examen de ce projet de loi, en pr+AOk-sence du ministre Bruno Le Maire+ACIAIg-, justifie l'entourage du d+AOk-put+AOk-.+ACI-,omc+AF8-pa942,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/942.jpg,Libert+AOk-s et Territoires,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Marne,5e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Contre
M.,Charles de la Verpilli+AOg-re,Pas de r+AOk-ponse.,omc+AF8-pa1012,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/1012.jpg,Les R+AOk-publicains,,,LR,,Ain,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Charlotte Lecocq,Pas de r+AOk-ponse.,omc+AF8-pa720480,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720480.jpg,La R+AOk-publique en marche,,,LREM,,Nord,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Christian Hutin,Pas de r+AOk-ponse.,omc+AF8-pa333818,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/333818.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,Apparent+AOk- au,Nord,13e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Christian Jacob,Pas de r+AOk-ponse.,omc+AF8-pa1695,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/1695.jpg,Les R+AOk-publicains,,Pr+AOk-sident,LR,,Seine+AC0-et+AC0-Marne,4e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Pas de r+AOk-ponse
Mme,Christine Cloarec,+ACI-+ACIAIg-Ce texte ne concernait pas la commission des affaires sociales au sein de laquelle madame la d+AOk-put+AOk-e si+AOg-ge. Par ailleurs, elle n'+AOk-tait pas de permanence la semaine o+APk- les amendements ont +AOk-t+AOk- examin+AOk-s en s+AOk-ance+ACIAIg-, justifie l'entourage de la d+AOk-put+AOk-e.+ACI-,omc+AF8-pa719756,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719756.jpg,La R+AOk-publique en marche,,,LREM,,Ille+AC0-et+AC0-Vilaine,5e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Christine Hennion,Pas de r+AOk-ponse.,omc+AF8-pa722094,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722094.jpg,La R+AOk-publique en marche,,,LREM,,Hauts+AC0-de+AC0-Seine,3e,SIGNATAIRE,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Pas de r+AOk-ponse
Mme,Christine Pires Beaune,+ACI-+ACIAIg-Le 28 mai, j'+AOk-tais au chevet de ma m+AOg-re +AOA- l'h+APQ-pital (raisons familiales). Le 14 septembre, j'+AOk-tais en circonscription : d+AOk-bat sur France 3 +- tournage d'une +AOk-mission avec LCP pr+AOk-vus de longue date (raisons professionnelles).+ACIAIg-+ACI-,omc+AF8-pa608172,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/608172.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Puy+AC0-de+AC0-D+APQ-me,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Christophe Arend,Pas de r+AOk-ponse.,omc+AF8-pa720310,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720310.jpg,La R+AOk-publique en marche,,,LREM,,Moselle,6e,SIGNATAIRE,,Pour,Pr+AOk-sent,Pour,Absent(e),,,Pas de r+AOk-ponse
M.,Christophe Blanchet,Pas de r+AOk-ponse.,omc+AF8-pa719024,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719024.jpg,La R+AOk-publique en marche,,,LREM,,Calvados,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Christophe Bouillon,+ACI-+ACIAIg-Le 28 mai dernier, je participais +AOA- une r+AOk-union pr+AOk-vue de longue date avec une association humanitaire. Je n'ai pas pu me rendre +AOA- temps dans l'H+AOk-micycle suite +AOA- l'inscription en derni+AOg-re minute des discussions sur le glyphosate +AOA- l'ordre du jour.+ACIAIg-+ACI-,omc+AF8-pa267233,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267233.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Seine+AC0-Maritime,5e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Christophe Di Pompeo,Pas de r+AOk-ponse.,omc+AF8-pa720438,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720438.jpg,La R+AOk-publique en marche,,,LREM,,Nord,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Christophe Euzet,Pas de r+AOk-ponse.,omc+AF8-pa719616,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719616.jpg,La R+AOk-publique en marche,,,LREM,,H+AOk-rault,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Christophe Jerretie,Pas de r+AOk-ponse.,omc+AF8-pa719060,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719060.jpg,La R+AOk-publique en marche,,,LREM,,Corr+AOg-ze,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Christophe Lejeune,Pas de r+AOk-ponse.,omc+AF8-pa722320,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722320.jpg,La R+AOk-publique en marche,,,LREM,,Haute+AC0-Sa+APQ-ne,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Christophe Naegelen,Pas de r+AOk-ponse.,omc+AF8-pa721486,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721486.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Vosges,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Claire Guion+AC0-Firmin,Pas de r+AOk-ponse.,omc+AF8-pa721126,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721126.jpg,Les R+AOk-publicains,,,LR,Apparent+AOk-e au,Saint+AC0-Barth+AOk-lemy et Saint+AC0-Martin,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Claire O'Petit,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa719364,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719364.jpg,La R+AOk-publique en marche,,,LREM,,Eure,5e,,,Absent(e),Absent(e),,Absent(e),,,Ne veut pas r+AOk-pondre
Mme,Claire Pitollat,Pas de r+AOk-ponse.,omc+AF8-pa718910,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718910.jpg,La R+AOk-publique en marche,,,LREM,,Bouches+AC0-du+AC0-Rh+APQ-ne,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Claude de Ganay,Pas de r+AOk-ponse.,omc+AF8-pa267735,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267735.jpg,Les R+AOk-publicains,,,LR,,Loiret,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Claude Goasguen,Pas de r+AOk-ponse.,omc+AF8-pa1498,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/1498.jpg,Les R+AOk-publicains,,,LR,,Paris,14e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Cl+AOk-mentine Autain,+ACI-+ACIAIg-Madame Autain n'a pas pu se rendre +AOA- ces votes car ils se sont d+AOk-roul+AOk-s +AOA- des heures tr+AOg-s tardives (dans la nuit). Cette difficult+AOk- pose d'ailleurs la question du fonctionnement de l'Assembl+AOk-e nationale et celle du partage des temps de vie, sujet que Madame Autain a tenu +AOA- porter personnellement lorsqu'elle +AOk-tait secr+AOk-taire du bureau de l'Assembl+AOk-e+ACIAIg-, justifie l'entourage de la d+AOk-put+AOk-e.+ACI-,omc+AF8-pa588884,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/588884.jpg,La France insoumise,,,LFI,,Seine+AC0-Saint+AC0-Denis,11e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Constance Le Grip,Pas de r+AOk-ponse.,omc+AF8-pa345722,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/345722.jpg,Les R+AOk-publicains,,,LR,,Hauts+AC0-de+AC0-Seine,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Coralie Dubost,Pas de r+AOk-ponse.,omc+AF8-pa719684,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719684.jpg,La R+AOk-publique en marche,,,LREM,,H+AOk-rault,3e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
Mme,Corinne Vignon,Pas de r+AOk-ponse.,omc+AF8-pa719512,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719512.jpg,La R+AOk-publique en marche,,,LREM,,Haute+AC0-Garonne,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Cyrille Isaac+AC0-Sibille,+ACI-+ACIAIg-Le d+AOk-bat sur l'amendement en question est intervenu tr+AOg-s tard dans la soir+AOk-e. Jamais +AOk-puis+AOk-, je travaillais +AOA- ce moment+AC0-l+AOA- sur d'autres dossiers, comme le 'rapport d'information sur la pr+AOk-vention sant+AOk- en faveur de la jeunesse' pour lequel j'ai +AOk-t+AOk- nomm+AOk- co+AC0-rapporteur.+ACIAIg-+ACI-,omc+AF8-pa722374,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722374.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Rh+APQ-ne,12e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Damien Abad,+ACI-+ACIAIg-Le 28 mai, j'+AOk-tais +AOA- Bourg+AC0-en+AC0-Bresse +AOA- des r+AOk-unions locales relatives +AOA- la fibre optique et au tourisme. Et le 14 septembre, je tenais une permanence parlementaire +AOA- Oyonnax.+ACIAIg-+ACI-,omc+AF8-pa605036,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/605036.jpg,Les R+AOk-publicains,,,LR,,Ain,5e,,,Absent(e),Absent(e),,Absent(e),,,Abstention
M.,Damien Adam,Pas de r+AOk-ponse.,omc+AF8-pa722038,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722038.jpg,La R+AOk-publique en marche,,,LREM,,Seine+AC0-Maritime,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Damien Pichereau,Pas de r+AOk-ponse.,omc+AF8-pa721372,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721372.jpg,La R+AOk-publique en marche,,,LREM,,Sarthe,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Daniel Fasquelle,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa334149,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/334149.jpg,Les R+AOk-publicains,,,LR,,Pas+AC0-de+AC0-Calais,4e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Contre
M.,Daniel Labaronne,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa719798,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719798.jpg,La R+AOk-publique en marche,,,LREM,,Indre+AC0-et+AC0-Loire,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Dani+AOg-le Cazarian,Pas de r+AOk-ponse.,omc+AF8-pa721352,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721352.jpg,La R+AOk-publique en marche,,,LREM,,Rh+APQ-ne,13e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Dani+AOg-le H+AOk-rin,+ACI-+ACIAIg-J'appartiens +AOA- un groupe de plus de 300 personnes qui consacrent beaucoup de temps aux +AOk-changes sur les amendements qui seront cit+AOk-s dans l'H+AOk-micycle. D+AOg-s lors, un sous+AC0-groupe est pr+AOk-sent dans l'H+AOk-micycle et porte la voix de la majorit+AOk-. D+AOg-s lors o+APk- je suis d'accord avec cette majorit+AOk-, je fais confiance au sous+AC0-groupe qui nous repr+AOk-sente dans l'H+AOk-micycle.+ACIAIg-+ACI-,omc+AF8-pa718794,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718794.jpg,La R+AOk-publique en marche,,,LREM,,Aude,1+AOg-re,,SIGNATAIRE,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Contre
