title,deputes,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,premier_scrutin_presence,premier_scrutin_vote,deuxieme_scrutin_presence,deuxieme_scrutin_vote,envoye_special
Mme,Christine Cloarec,omc_pa719756,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719756.jpg,La République en Marche,,,LREM,,Ille-et-Vilaine,5,,,,,,,CONTRE
M.,Florian Bachelier,omc_pa719770,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719770.jpg,La République en Marche,,,LREM,,Ille-et-Vilaine,8,,,Présent,Contre,PRESENT,CONTRE,
M.,François Jolivet,omc_pa719778,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719778.jpg,La République en Marche,,,LREM,,Indre,1,,,,,,,
M.,Philippe Chalumeau,omc_pa719790,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719790.jpg,La République en Marche,,,LREM,,Indre-et-Loire,1,,SIGNATAIRE,,,,,
M.,Daniel Labaronne,omc_pa719798,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719798.jpg,La République en Marche,,,LREM,,Indre-et-Loire,2,,,,,,,POUR ( SUPPOSITION)
Mme,Sophie Auconie,omc_pa719806,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719806.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Indre-et-Loire,3,,,Présent,Contre,,,NE VEUT PAS REPONDRE
Mme,Fabienne Colboc,omc_pa719814,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719814.jpg,La République en Marche,,,LREM,,Indre-et-Loire,4,,,,,PRESENT,CONTRE,
Mme,Sabine Thillaye,omc_pa719822,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719822.jpg,La République en Marche,,,LREM,,Indre-et-Loire,5,,,,,,,
M.,Nicolas Démoulin,omc_pa719830,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719830.jpg,La République en Marche,,,LREM,,Hérault,8,,,Présent,Contre,,,
M.,Mustapha Laabid,omc_pa719842,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719842.jpg,La République en Marche,,,LREM,,Ille-et-Vilaine,1,,,,,,,
Mme,Cendra Motin,omc_pa719850,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719850.jpg,La République en Marche,,,LREM,,Isère,6,,,,,PRESENT,CONTRE,CONTRE
Mme,Monique Limon,omc_pa719858,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719858.jpg,La République en Marche,,,LREM,,Isère,7,,,Présent,Contre,PRESENT,CONTRE,
Mme,Caroline Abadie,omc_pa719866,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719866.jpg,La République en Marche,,,LREM,,Isère,8,,,,,,,
Mme,Élodie Jacquier-Laforge,omc_pa719874,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719874.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Isère,9,,,,,,,CONTRE
Mme,Marjolaine Meynier-Millefert,omc_pa719882,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719882.jpg,La République en Marche,,,LREM,,Isère,10,SIGNATAIRE,SIGNATAIRE,,,,,
Mme,Danielle Brulebois,omc_pa719890,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719890.jpg,La République en Marche,,,LREM,,Jura,1,SIGNATAIRE,,,,,,
M.,Mounir Belhamiti,omc_pa719910,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719910.jpg,La République en Marche,François de Rugy,,LREM,,Loire-Atlantique,1,,,Présent,Non-votant,,NON-VOTANT,
M.,Fabien Lainé,omc_pa719918,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719918.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Landes,1,,,,,,,CONTRE
M.,Lionel Causse,omc_pa719922,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719922.jpg,La République en Marche,,,LREM,,Landes,2,SIGNATAIRE,SIGNATAIRE,,,,,
M.,Boris Vallaud,omc_pa719930,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719930.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Landes,3,,,,,PRESENT,POUR,POUR
M.,Stéphane Baudu,omc_pa719942,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719942.jpg,Mouvement Démocrate et apparentés,Marc Fesneau,,MODEM,,Loir-et-Cher,1,,,Présent,Contre,,,
M.,Guillaume Peltier,omc_pa719946,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719946.jpg,Les Républicains,,,LR,,Loir-et-Cher,2,,,,,,,
M.,Jean-Michel Mis,omc_pa719952,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719952.jpg,La République en Marche,,,LREM,,Loire,2,,,,,,,POUR
Mme,Valéria Faure-Muntian,omc_pa719960,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719960.jpg,La République en Marche,,,LREM,,Loire,3,,,Présent,Contre,,,NE VEUT PAS REPONDRE
Mme,Nathalie Sarles,omc_pa719972,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719972.jpg,La République en Marche,,,LREM,,Loire,5,SIGNATAIRE,SIGNATAIRE,Présent,Pour,,,NE VEUT PAS REPONDRE
M.,Julien Borowczyk,omc_pa719980,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719980.jpg,La République en Marche,,,LREM,,Loire,6,,,,,,,
Mme,Catherine Kamowski,omc_pa719994,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719994.jpg,La République en Marche,,,LREM,,Isère,5,,,,,,,
Mme,Sarah El Haïry,omc_pa720002,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720002.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Loire-Atlantique,5,,,Présent,Contre,,,CONTRE
Mme,Huguette Tiegna,omc_pa720014,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720014.jpg,La République en Marche,,,LREM,,Lot,2,SIGNATAIRE,,,,,,
M.,Michel Lauzzana,omc_pa720022,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720022.jpg,La République en Marche,,,LREM,,Lot-et-Garonne,1,,,,,,,
M.,Alexandre Freschi,omc_pa720030,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720030.jpg,La République en Marche,,,LREM,,Lot-et-Garonne,2,,,,,,,POUR
Mme,Sandrine Josso,omc_pa720038,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720038.jpg,La République en Marche,,,LREM,,Loire-Atlantique,7,SIGNATAIRE,SIGNATAIRE,,,,,
Mme,Audrey Dufeu Schubert,omc_pa720046,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720046.jpg,La République en Marche,,,LREM,,Loire-Atlantique,8,,,,,,,
M.,Yannick Haury,omc_pa720054,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720054.jpg,La République en Marche,,,LREM,,Loire-Atlantique,9,,,,,,,
Mme,Stéphanie Rist,omc_pa720066,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720066.jpg,La République en Marche,,,LREM,,Loiret,1,,,,,,,
Mme,Caroline Janvier,omc_pa720074,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720074.jpg,La République en Marche,,,LREM,,Loiret,2,,,,,,,
M.,Richard Ramos,omc_pa720092,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720092.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Loiret,6,,,Présent,Pour,,,POUR
M.,Aurélien Pradié,omc_pa720100,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720100.jpg,Les Républicains,,,LR,,Lot,1,,,,,,,
Mme,Valérie Oppelt,omc_pa720108,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720108.jpg,La République en Marche,,,LREM,,Loire-Atlantique,2,,,,,,,
Mme,Anne-France Brunet,omc_pa720116,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720116.jpg,La République en Marche,,,LREM,,Loire-Atlantique,3,,,,,,,
Mme,Aude Amadou,omc_pa720124,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720124.jpg,La République en Marche,,,LREM,,Loire-Atlantique,4,,,,,,,
Mme,Laetitia Saint-Paul,omc_pa720138,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720138.jpg,La République en Marche,,,LREM,,Maine-et-Loire,4,,,,,,,
M.,Denis Masséglia,omc_pa720146,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720146.jpg,La République en Marche,,,LREM,,Maine-et-Loire,5,,,,,,,
Mme,Nicole Dubré-Chirat,omc_pa720154,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720154.jpg,La République en Marche,,,LREM,,Maine-et-Loire,6,SIGNATAIRE,,,,,,
M.,Philippe Bolo,omc_pa720162,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720162.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Maine-et-Loire,7,,,,,,,
Mme,Carole Grandjean,omc_pa720170,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720170.jpg,La République en Marche,,,LREM,,Meurthe-et-Moselle,1,,,,,,,
M.,Laurent Garcia,omc_pa720178,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720178.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparenté au,Meurthe-et-Moselle,2,,,,,,,
M.,Bertrand Sorre,omc_pa720190,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720190.jpg,La République en Marche,,,LREM,,Manche,2,,,,,,,
Mme,Sonia Krimi,omc_pa720202,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720202.jpg,La République en Marche,,,LREM,,Manche,4,,SIGNATAIRE,,,,,POUR
Mme,Valérie Beauvais,omc_pa720210,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720210.jpg,Les Républicains,,,LR,,Marne,1,,,,,,,
Mme,Aina Kuric,omc_pa720214,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720214.jpg,La République en Marche,,,LREM,,Marne,2,,,,,,,
M.,Éric Girardin,omc_pa720222,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720222.jpg,La République en Marche,,,LREM,,Marne,3,,,Présent,Contre,,,CONTRE
Mme,Lise Magnier,omc_pa720230,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720230.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Marne,4,,,Présent,Contre,PRESENT,CONTRE,
Mme,Bérangère Abba,omc_pa720242,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720242.jpg,La République en Marche,,,LREM,,Haute-Marne,1,SIGNATAIRE,SIGNATAIRE,,,PRESENT,CONTRE,
Mme,Géraldine Bannier,omc_pa720256,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720256.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Mayenne,2,,,Présent,Abstention,,,CONTRE
M.,Olivier Damaisin,omc_pa720268,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720268.jpg,La République en Marche,,,LREM,,Lot-et-Garonne,3,,,Présent,Contre,,,CONTRE
M.,Matthieu Orphelin,omc_pa720278,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720278.jpg,La République en Marche,,,LREM,,Maine-et-Loire,1,SIGNATAIRE,,Présent,Pour,,,
Mme,Caroline Fiat,omc_pa720286,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720286.jpg,La France insoumise,,,LFI,,Meurthe-et-Moselle,6,,,,,,,
Mme,Émilie Cariou,omc_pa720298,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720298.jpg,La République en Marche,,,LREM,,Meuse,2,,,,,,,
M.,Christophe Arend,omc_pa720310,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720310.jpg,La République en Marche,,,LREM,,Moselle,6,SIGNATAIRE,,Présent,Pour,,,
Mme,Hélène Zannier,omc_pa720318,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720318.jpg,La République en Marche,,,LREM,,Moselle,7,,,,,,,
M.,Brahim Hammouche,omc_pa720326,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720326.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Moselle,8,,,,,,,POUR
M.,Jimmy Pahun,omc_pa720334,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720334.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparenté au,Morbihan,2,,,,,,,
Mme,Nicole Le Peih,omc_pa720342,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720342.jpg,La République en Marche,,,LREM,,Morbihan,3,,,Présent,Contre,PRESENT,CONTRE,
M.,Jean-Michel Jacques,omc_pa720354,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720354.jpg,La République en Marche,,,LREM,,Morbihan,6,,,Présent,Contre,,,
M.,Belkhir Belhaddad,omc_pa720362,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720362.jpg,La République en Marche,,,LREM,,Moselle,1,,,,,,,
M.,Ludovic Mendes,omc_pa720370,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720370.jpg,La République en Marche,,,LREM,,Moselle,2,,,,,,,
M.,Richard Lioger,omc_pa720378,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720378.jpg,La République en Marche,,,LREM,,Moselle,3,,,,,,,
M.,Fabien Di Filippo,omc_pa720386,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720386.jpg,Les Républicains,,,LR,,Moselle,4,,,,,,,
Mme,Nicole Trisse,omc_pa720394,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720394.jpg,La République en Marche,,,LREM,,Moselle,5,SIGNATAIRE,,Présent,Pour,,,
M.,Xavier Paluszkiewicz,omc_pa720402,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720402.jpg,La République en Marche,,,LREM,,Meurthe-et-Moselle,3,,,,,,,CONTRE
M.,Patrice Perrot,omc_pa720414,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720414.jpg,La République en Marche,,,LREM,,Nièvre,2,,SIGNATAIRE,,,PRESENT,CONTRE,
M.,Adrien Quatennens,omc_pa720422,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720422.jpg,La France insoumise,,,LFI,,Nord,1,,,,,PRESENT,POUR,POUR
M.,Ugo Bernalicis,omc_pa720430,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720430.jpg,La France insoumise,,,LFI,,Nord,2,,,,,,,POUR
M.,Christophe Di Pompeo,omc_pa720438,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720438.jpg,La République en Marche,,,LREM,,Nord,3,,,,,,,
Mme,Brigitte Liso,omc_pa720446,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720446.jpg,La République en Marche,,,LREM,,Nord,4,,,,,,,CONTRE
M.,Dimitri Houbron,omc_pa720454,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720454.jpg,La République en Marche,,,LREM,,Nord,17,,,,,,,
M.,Sébastien Chenu,omc_pa720468,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720468.jpg,Non inscrit,,,NI,RN,Nord,19,,,,,,,
Mme,Charlotte Lecocq,omc_pa720480,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720480.jpg,La République en Marche,,,LREM,,Nord,6,,,,,,,
Mme,Catherine Osson,omc_pa720492,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720492.jpg,La République en Marche,,,LREM,,Nord,8,,,,,,,
Mme,Valérie Petit,omc_pa720500,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720500.jpg,La République en Marche,,,LREM,,Nord,9,,,,,,,
M.,Laurent Pietraszewski,omc_pa720512,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720512.jpg,La République en Marche,,,LREM,,Nord,11,,,,,,,
Mme,Anne-Laure Cattelot,omc_pa720520,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720520.jpg,La République en Marche,,,LREM,,Nord,12,,,,,,,
Mme,Jennifer De Temmerman,omc_pa720538,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720538.jpg,La République en Marche,,,LREM,,Nord,15,,SIGNATAIRE,Présent,Pour,,,NE VEUT PAS REPONDRE
M.,Alain Bruneel,omc_pa720546,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720546.jpg,Gauche démocrate et républicaine,,,PCF,,Nord,16,,,,,,,POUR
Mme,Isabelle Rauch,omc_pa720552,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720552.jpg,La République en Marche,,,LREM,,Moselle,9,,,,,,,CONTRE
Mme,Perrine Goulet,omc_pa720560,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720560.jpg,La République en Marche,,,LREM,,Nièvre,1,,,Présent,Contre,,,
Mme,Agnès Thill,omc_pa720568,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720568.jpg,La République en Marche,,,LREM,,Oise,2,,SIGNATAIRE,,,,,
M.,Pascal Bois,omc_pa720576,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720576.jpg,La République en Marche,,,LREM,,Oise,3,,,,,,,
M.,Pierre Vatin,omc_pa720586,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720586.jpg,Les Républicains,,,LR,,Oise,5,,,,,,,CONTRE
M.,Benoit Potterie,omc_pa720590,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720590.jpg,La République en Marche,,,LREM,,Pas-de-Calais,8,,,Présent,Contre,,,
Mme,Marguerite Deprez-Audebert,omc_pa720598,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720598.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Pas-de-Calais,9,,,,,,,CONTRE
M.,Ludovic Pajot,omc_pa720606,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720606.jpg,Non inscrit,,,NI,RN,Pas-de-Calais,10,,,,,,,
Mme,Marine Le Pen,omc_pa720614,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720614.jpg,Non inscrit,,,NI,RN,Pas-de-Calais,11,,,,,,,
Mme,Carole Bureau-Bonnard,omc_pa720622,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720622.jpg,La République en Marche,,,LREM,,Oise,6,,,,,,,
M.,Maxime Minot,omc_pa720630,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720630.jpg,Les Républicains,,,LR,,Oise,7,,,Présent,Contre,,,
M.,Jérôme Nury,omc_pa720644,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720644.jpg,Les Républicains,,,LR,,Orne,3,,,Présent,Contre,PRESENT,CONTRE,
M.,Bruno Duvergé,omc_pa720652,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720652.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Pas-de-Calais,1,,,,,,,
M.,José Evrard,omc_pa720664,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720664.jpg,Non inscrit,,,NI,Non déclaré,Pas-de-Calais,3,,,,,,,
M.,Pierre-Henri Dumont,omc_pa720684,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720684.jpg,Les Républicains,,,LR,,Pas-de-Calais,7,,,,,,,
M.,Fabien Roussel,omc_pa720692,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720692.jpg,Gauche démocrate et républicaine,,,PCF,,Nord,20,,,,,,,POUR
Mme,Béatrice Descamps,omc_pa720696,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720696.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nord,21,,,,,,,CONTRE
Mme,Laurence Vichnievsky,omc_pa720704,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720704.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Puy-de-Dôme,3,,,,,,,POUR
Mme,Josy Poueyto,omc_pa720720,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720720.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Pyrénées-Atlantiques,1,,,,,,,
M.,Jean-Paul Mattei,omc_pa720728,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720728.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Pyrénées-Atlantiques,2,,,,,,,
M.,Thierry Michels,omc_pa720738,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720738.jpg,La République en Marche,,,LREM,,Bas-Rhin,1,,,,,,,CONTRE
M.,Sylvain Waserman,omc_pa720746,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720746.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Bas-Rhin,2,,,,,,,CONTRE
M.,Bruno Studer,omc_pa720754,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720754.jpg,La République en Marche,,,LREM,,Bas-Rhin,3,,,,,,,
Mme,Florence Lasserre-David,omc_pa720764,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720764.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Pyrénées-Atlantiques,5,,,,,,,
M.,Vincent Bru,omc_pa720772,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720772.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparenté au,Pyrénées-Atlantiques,6,,,,,,,
M.,Jean-Bernard Sempastous,omc_pa720780,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720780.jpg,La République en Marche,,,LREM,,Hautes-Pyrénées,1,,,,,,,
M.,Romain Grau,omc_pa720790,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720790.jpg,La République en Marche,,,LREM,,Pyrénées-Orientales,1,,,,,,,
M.,Louis Aliot,omc_pa720798,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720798.jpg,Non inscrit,,,NI,,Pyrénées-Orientales,2,,,,,,,
Mme,Laurence Gayte,omc_pa720806,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720806.jpg,La République en Marche,,,LREM,,Pyrénées-Orientales,3,SIGNATAIRE,,,,,,
M.,Sébastien Cazenove,omc_pa720814,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720814.jpg,La République en Marche,,,LREM,,Pyrénées-Orientales,4,,,,,,,
M.,Bruno Bilde,omc_pa720822,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720822.jpg,Non inscrit,,,NI (RN),,Pas-de-Calais,12,,,,,,,
Mme,Valérie Thomas,omc_pa720830,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720830.jpg,La République en Marche,,,LREM,,Puy-de-Dôme,1,SIGNATAIRE,,Présent,Contre,,,CONTRE
M.,Bastien Lachaud,omc_pa720846,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720846.jpg,La France insoumise,,,LFI,,Seine-Saint-Denis,6,,,,,PRESENT,POUR,POUR
M.,Stéphane Testé,omc_pa720854,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720854.jpg,La République en Marche,,,LREM,,Seine-Saint-Denis,12,SIGNATAIRE,SIGNATAIRE,,,,,POUR
M.,Frédéric Descrozaille,omc_pa720862,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720862.jpg,La République en Marche,,,LREM,,Val-de-Marne,1,,,,,PRESENT,CONTRE,CONTRE
M.,Jean François Mbaye,omc_pa720870,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720870.jpg,La République en Marche,,,LREM,,Val-de-Marne,2,,,Présent,Contre,PRESENT,POUR,POUR
M.,Laurent Saint-Martin,omc_pa720878,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720878.jpg,La République en Marche,,,LREM,,Val-de-Marne,3,,,,,,,CONTRE
Mme,Mathilde Panot,omc_pa720892,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720892.jpg,La France insoumise,,,LFI,,Val-de-Marne,10,,,,,PRESENT,POUR,POUR
Mme,Cécile Rilhac,omc_pa720900,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720900.jpg,La République en Marche,,,LREM,,Val-d'Oise,3,SIGNATAIRE,,,,,,POUR
Mme,Naïma Moutchou,omc_pa720908,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720908.jpg,La République en Marche,,,LREM,,Val-d'Oise,4,,,,,,,
Mme,Fiona Lazaar,omc_pa720916,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720916.jpg,La République en Marche,,,LREM,,Val-d'Oise,5,,,,,,,
Mme,Nathalie Elimas,omc_pa720924,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720924.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Val-d'Oise,6,,,,,,,CONTRE
M.,Dominique Da Silva,omc_pa720932,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720932.jpg,La République en Marche,,,LREM,,Val-d'Oise,7,,,,,,,CONTRE
Mme,Zivka Park,omc_pa720944,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720944.jpg,La République en Marche,,,LREM,,Val-d'Oise,9,,,,,PRESENT,CONTRE,
M.,Aurélien Taché,omc_pa720952,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720952.jpg,La République en Marche,,,LREM,,Val-d'Oise,10,,,,,,,
M.,Olivier Serva,omc_pa720960,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720960.jpg,La République en Marche,,,LREM,,Guadeloupe,1,,,,,,,
Mme,Justine Benin,omc_pa720968,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720968.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparentée au,Guadeloupe,2,,,,,,,
M.,Max Mathiasin,omc_pa720976,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720976.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparenté au,Guadeloupe,3,,,,,,,
Mme,Josette Manin,omc_pa720988,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720988.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,Apparentée au,Martinique,1,,,,,,,
M.,M'jid El Guerrab,omc_pa720996,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720996.jpg,Libertés et Territoires,,,NI,PRG,Français établis hors de France,9,,,,,PRESENT,POUR,
Mme,Amélia Lakrafi,omc_pa721004,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721004.jpg,La République en Marche,,,LREM,,Français établis hors de France,10,,,,,,,
Mme,Manuéla Kéclard-Mondésir,omc_pa721012,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721012.jpg,Gauche démocrate et républicaine,,,PCF,,Martinique,2,,,,,,,
Mme,Anne Genetet,omc_pa721024,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721024.jpg,La République en Marche,,,LREM,,Français établis hors de France,11,,,,,,,
M.,Lénaïck Adam,omc_pa721036,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721036.jpg,La République en Marche,,,LREM,,Guyane,2,,,,,PRESENT,POUR,
Mme,Nathalie Bassire,omc_pa721046,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721046.jpg,Les Républicains,,,LR,Apparentée au,Réunion,3,,,,,,,
M.,David Lorion,omc_pa721054,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721054.jpg,Les Républicains,,,LR,,Réunion,4,,,,,,,POUR
M.,Jean-Hugues Ratenon,omc_pa721062,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721062.jpg,La France insoumise,,,LFI,,Réunion,5,,,,,,,POUR
Mme,Nadia Ramassamy,omc_pa721070,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721070.jpg,Les Républicains,,,LR,Apparentée au,Réunion,6,,,,,,,
M.,Philippe Dunoyer,omc_pa721094,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721094.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nouvelle-Calédonie,1,,,,,,,
Mme,Nicole Sanquer,omc_pa721110,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721110.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Polynésie Française,2,,,,,,,
